word	ipa	russian_def	georgian_def
ცქებზი//ცქებზჷ	ckebzi//ckebzə	конусообразный кусок сыра, который помещался в середине особо приготовленного из кукурузной муки хлеба (И. Кипш.)	კონუსის მოყვანილობის ყველი, რომელიც იდებოდა მჭადის ფქვილისაგან გამომცხვარ პურში (ი. ყიფშ.)
ცქალატუა	ckalat'ua	быстро отсекать (напр., голову)	სწრაფად მოჭრა (მაგ., თავის)
ცქვაფა: დუდიშ ცქვაფა	ckvapa: dudiʃ ckvapa	хвалить, хвастаться > он хвастается	ქება, თავის ქება > ის თავს იქებს
ცქვაფილი	ckvapili	хваленный, славный	ქებული ცქვერინი//ცქვირინი: იცქვირინანს, ჸუჯეფი გააცქვერინუუ [ckverini//ckvirini: ickvirinans, ‘ud͡ʒepi gaackverinuu] 1. смотреть, оглядываться по сторонам (напряженно) > смотрит, оглядывается по сторонам напряженно 2. перен. прислушиваться; навострить уши > навострил уши 1. დაძაბულად ყურება აქეთ-იქით > აქეთ-იქით გამალებით იყურება 2. გადატ. ყურების ცქვეტა> დაცქვიტა ყურები
ცქირატილი	ckirat'ili	мятый, раздавленный	გაჭყლეტილი
ცქირატუა	ckirat'ua	давить, раздавить, раздавление (	გა)ჭყლეტა
ცქიცქონუა//ცქჷცქონუა	ckickonua//ckəckonua	ковырять; щипать	ციცქნა
ცქუმალა см. ცქვაფა	ckumala см. ckvapa		
ცქუმუტური см. ცხუმუტური	ckumut'uri см. cxumut'uri	394 t'	
ცხაბარელი	cxabareli	поцарапанный	გაკაწრული
ცხაბარუა: ცხაბარანს, გოცხაბარუუ	cxabarua: cxabarans, gocxabaruu	царапать (колючкой, когтями, стеклом)> он царапает, он	კაწრვა (ეკლით, შუშით, კლანჭებით)> ის კაწრავს, მან поцарапал გაკაწრა
ცხადება	cxadeba	объявлять	გამოცხადება
ცხადება	cxadeba	опаздывать	დაგვიანება, დროის გადაცილება
ცხაკუა1	cxak'ua	проклёвывать (яйцо изнутри), клевать слегка	ჩანისკარტება კვერცხისა შიგნიდან; მსუბუქი ჩხაკუნი ნისკარტით
ცხაკუა2: ცხაკუ, გეცხაკუ	cxak'ua: cxak'u, gecxak'u	1. задеть (слегка) 2. сидеть легко (о мелких предметах)> он сидит легко, он сел легко	მსუბუქად წამოკვრა 2. დავარდნა მსუბუქის, დაჯდომა მსუბუქად > ის მსუბუქად ზის, ის დაჯდა მსუბუქად
ცხალი	cxali	клен красивый	ქორაფი
ცხაცხვი см. ცაცხუ	cxacxvi см. cacxu	t'(	ხ)აცხუ [c(x)acxu] ботан. липа ცაცხვი
ცხემური см. ცხიმური	cxemuri см. cximuri		
ცხენამი	cxenami	1. всадник 2. конный	მხედარი 2. ცხენიანი
ცხენამო	cxenamo	вместе с лошадью	ცხენიანად
ცხენდოცხენ	cxendocxen	верхом (на лошади)	ცხენდაცხენ
ცხენენჯი	cxenend͡ʒi	всадник	ცხენოსანი
ცხენი	cxeni	лошадь	ცხენი
ცხენიშ მაკიბორაია	cxeniʃ mak'iboraia	белоцветник летний	ცხენისკბილა
ცხენიწყარი	cxenit͡sq'ari	Цхенисцкали (река)	ცხენისწყალი (მდინარე)
ცხვანე	cxvane	седой	მხცოვანი, ჭაღარა
ცხვანტალი	cxvant'ali	1. возня, суета 2. шустрый, живой	გაწამაწია, მოუსვენრობა, ფაცაფუცი, ფუსფუსი 2. მარდი, ცქვიტი; ცოცხალი
ცხვანტი	cxvant'i	1. беспокойный; суетливый 2. бойкий, резвый	მოუსვენარი, ფუსფუსა 2. ანცი, მკვირცხლი, ცქვიტი, ყოჩაღი
ცხვაცხვირი	cxvacxviri	уколотый	დასვრეტილი, დაჩხვლეტილი
ცხვაცხუა	cxvacxua	1. колоть (мелко и часто) 2. жалить (о крапиве)	ჩხლეტა 2. სუსხვა (ჭინჭრის) t' 395
ცხვეკი//ჩხვეკი	cxvek'i//t͡ʃxvek'i	хворост	ფიჩხი
ცხვენი//ცხვინი	cxveni//cxvini	чердак	სხვენი
ცხვინი см. ცხვენი	cxvini см. cxveni		
ცხვინჯა	cxvind͡ʒa	носатый	დიდცხვირა, ცხვირა
ცხვიტაფი	cxvit'api	колоть	ჩხვლეტა
ცხიკორა	cxik'ora	кал свиньи	ღორის განავალი
ცხილატირი	cxilat'iri	попавшая в дыхательное горло крошка	ცხილატუა [cxilat'ua] поперхнуться სასულეში გადავარდნილი, გადაცდენილი (ნამცეცი) გადავარდნა, გადაცდენა (ლუკმის ან სხვა რაიმის) სასულეში
ცხიმური	cximuri	граб	რცხილა
ცხინცხალი	cxincxali	искра	ნაპერწკალი
ცხირა//ცხჷრა	cxira//cxəra	чурек (тонкий)	თხელი მჭადი
ცხირი	cxiri	Цхири (село в Самурзакано)	ცხირი (სოფელი სამურზაყანოში)
ცხი(რ)კონუა	cxi(r)k'onua	клевать	კენკვა
ცხიროკილი	cxirok'ili	1. опаленный 2. скрюченный 3. перен. скупой	შეტრუსული 2. მოკაკული 3. გადატ. ძუნწი
ცხიროკუა	cxirok'ua	опалять (	შე)ტრუსვა
ცხო(ვ)რება: ცხოვრენს, იცხოვრუ	cxo(v)reba: cxovrens, icxovru	жизнь, жить > он живет; он пожил	ცხოვრება > ის ცხოვრობს, მან იცხოვრა
ცხონი	cxoni	молозиво	ხსენი
ცხო(ნ)ტილი//ცხო(ნ)ტირი	cxo(n) t'ili//cxo(n)t'iri	обрезанное (дерево)	გასხეპილი (ხე)
ცხო(ნ)ტუა//გილა-ცხონტუა	cxo(n)t'ua//gila- cxont'ua	обрезать, срезать (ветви сверху вниз) (	ჩამო)ბელვა, (ჩამო)კაფვა, (ჩამო)სხეპა t'(ხ)ო(რ)ცხალი [c(x)o(r)cxali] живой ცოცხალი
ცხორცხება: იცხორცხებუ	cxorcxeba: icxorcxebu	1. воскресить 2. перен. мучиться > он мучается (И. Кипш.)	გაცოცხლება 2. გადატ. წვალება, წვალებით სიცოცხლე > ის ცოცხლდება, წვალობს (ი. ყიფშ.)
ცხოტუა см. ცხონტუა	cxot'ua см. cxont'ua		
ცხურცხინი	cxurcxini	шипение (молодого, шампанского вина)	ცხუმუტური [cxumut'uri] ботан. мушмула ზღმარტლი შიშხინი, შუშხუნი (მაჭრის, შამპანური ღვინისა) 396 p' p'
ძაგვარი	d͡zagvari	щетина	ჯაგარი
